seqID	E_f_all	d_f_all	n_f_all	E_f_max_all	d_f_max_all
>P3_F10_70	4.4193090006	7.032681376439999	3.8259290956300003	3.8013145283	6
>P16_G07_68	5.8143481136399995	56.05525026270001	10.806109075	4.584326906509999	54
>P2_A01_39	5.5368748964600005	6.762964461769999	2.31144528745	5.3133532809599995	2
>P16_A05_68	6.42739717036	43.178115543400004	4.55400083482	5.49604638501	28
>P16_C10_70	6.596040574550001	3.09353483167	1.48001862527	6.525517873049999	1
>P16_D05_68	4.77247781375	8.1782447472	2.5622771687599997	4.491469157719999	6
>P2_E04_40	6.252233621449999	44.6601529533	1.6123658260499998	6.1630225549699995	47
>P2_F01_39	5.5214830699699995	7.869297660319999	2.5012976138	5.28802991542	3
>P1_G08_37	5.11333905677	27.638899071999997	3.01742556744	4.6878681777999995	29
>P15_D08_67	4.718905218580001	27.1049297085	5.99811308413	3.6749295287400003	9
>P1_B07_37	5.06314141235	27.6130855986	6.321384374319999	4.009263084930001	4
>P3_D01_67	6.491140893250001	46.285303336700004	2.45953683171	6.28488199069	53
>P2_D11_66	6.032622441059999	34.0389869925	1.82005739183	5.9225497254	35
>P16_H06_68	5.75163410649	6.45591414563	3.4909665931699996	5.28399130441	2
>P2_A07_65	5.417399087430001	26.857244938	4.0947670698100005	5.00389805514	25
>P2_H12_66	6.03185313011	34.0090160121	1.80989820597	5.9225497254	35
>P3_H01_67	6.491140893250001	46.285303336700004	2.45953683171	6.28488199069	53
>P3_H05_68	5.575549022020001	12.9646534553	4.09097296472	5.2413992365599995	1
>P15_E07_67	6.5891222999300005	28.9992322817	1.07799726104	6.5795382271200005	29
>P1_A07_37	5.07642960488	25.333501618299998	9.65051160729	3.8342544953699993	21
>P3_C11_70	6.262449370080001	39.654966525999995	3.9858782018	5.49604638501	28
>P3_D05_68	6.02549148729	57.8622323335	11.2278140039	4.584326906509999	54
>P16_G06_68	5.584708285820001	48.063104896599995	8.74549580104	4.42649857275	52
>P1_B01_35	5.4201512227499995	14.9471049092	3.80619260825	4.765448772159999	17
>P2_D02_39	6.46667913274	21.3980046343	3.4947829589499997	6.177301303119999	5
>P2_F04_40	5.44924723094	20.016565233399998	5.1003035959	4.69278295941	2
>P3_E02_67	4.71290303133	28.1957442983	5.016314874730001	4.06958852714	26
>P2_G07_65	7.057174920439999	9.05618493099	2.54579133594	6.528136862619999	9
>P2_A08_65	7.05605522707	60.82800542	3.7276004711199997	6.5609282130599995	68
>P15_D07_67	5.12261187519	29.5284882575	7.741370816719999	3.95622676014	44
>P3_A08_69	3.99218235565	21.955737491500003	8.75324059852	2.86834668736	8
>P2_B06_40	7.78495387077	3.2198200099400003	1.3393448454299999	7.740334799299999	2
>P16_D04_66	7.98102542864	25.5241506387	1.25830982216	7.9407196965699995	25
>P1_C09_37	7.068058582869999	22.873481152199997	1.0848451531399999	7.056210494149999	23
>P15_E08_67	4.66538115348	8.00619964084	3.87806279799	4.216404054080001	5
>P2_C02_39	6.89534239835	59.2720265162	6.33798470219	6.05823426207	80
>P3_C07_69	6.52695135269	45.0615536175	2.61803003129	6.28488199069	53
>P2_B10_66	5.475057049349999	43.6917660038	5.726272671189999	4.56402905563	29
